ID,角色,角色名多语言表ID,等级,品阶,攻击力,PVP攻击力,buff,血量,攻击速度,移动速度,子弹速度,攻击范围,宠物ID,升级预览,升级消耗,掉落,战力,锁定范围,免伤比例,,,,,,,
1014057,1014,58,57,S,15423,361,0,620,0,8,0,0,0,"1-1,2-58",1-56408,0,15423,15,0,56408,1.85,,,,,620
1014058,1014,58,58,S,16016,366,0,630,0,8,0,0,0,"1-1,2-59",1-58171,0,16016,15,0,58171,1.85,,,,,630
1014059,1014,58,59,S,16619,371,0,640,0,8,0,0,0,"1-1,2-60",1-60004,0,16619,15,0,60004,1.85,,,,,640
1014060,1014,58,60,S,17222,377,0,650,0,8,0,0,0,"1-1,2-61",1-61745,0,17222,15,0,61745,1.85,,,,,650
1014061,1014,58,61,S,17836,382,0,660,0,8,0,0,0,"1-1,2-62",1-58217,0,17836,15,0,58217,1.85,,,,,660
1014062,1014,58,62,S,18449,388,0,670,0,8,0,0,0,"1-1,2-63",1-59844,0,18449,15,0,59844,1.85,,,,,670
1014063,1014,58,63,S,19073,393,0,680,0,8,0,0,0,"1-1,2-64",1-61443,0,19073,15,0,61443,1.85,,,,,680
1014064,1014,58,64,S,19697,398,0,690,0,8,0,0,0,"1-1,2-65",1-63045,0,19697,15,0,63045,1.85,,,,,690
1014065,1014,58,65,S,20332,404,0,700,0,8,0,0,0,"1-1,2-66",1-64623,0,20332,15,0,64623,1.85,,,,,700
1014066,1014,58,66,S,20966,409,0,710,0,8,0,0,0,"1-1,2-67",1-66170,0,20966,15,0,66170,1.85,,,,,710
1014067,1014,58,67,S,21611,415,0,720,0,8,0,0,0,"1-1,2-68",1-67749,0,21611,15,0,67749,1.85,,,,,720
1014068,1014,58,68,S,22256,420,0,730,0,8,0,0,0,"1-1,2-69",1-69271,0,22256,15,0,69271,1.85,,,,,730
1014069,1014,58,69,S,22911,426,0,740,0,8,0,0,0,"1-1,2-70",1-70826,0,22911,15,0,70826,1.85,,,,,740
1014070,1014,58,70,S,23566,431,0,750,0,8,0,0,0,"1-1,2-71",1-72350,0,23566,15,0,72350,1.85,,,,,750
1014071,1014,58,71,S,24232,436,0,760,0,8,0,0,0,"1-1,2-72",1-73846,0,24232,15,0,73846,1.85,,,,,760
1014072,1014,58,72,S,24897,442,0,770,0,8,0,0,0,"1-1,2-73",1-75370,0,24897,15,0,75370,1.85,,,,,770
1014073,1014,58,73,S,25573,447,0,780,0,8,0,0,0,"1-1,2-74",1-76838,0,25573,15,0,76838,1.85,,,,,780
1014074,1014,58,74,S,26249,453,0,790,0,8,0,0,0,"1-1,2-75",1-78277,0,26249,15,0,78277,1.85,,,,,790
1014075,1014,58,75,S,26936,458,0,800,0,8,0,0,0,"1-1,2-76",1-79771,0,26936,15,0,79771,1.85,,,,,800
1014076,1014,58,76,S,27965,463,0,810,0,8,0,0,0,"1-1,2-77",1-82216,0,27965,15,0,82216,1.85,,,,,810
1014077,1014,58,77,S,28995,469,0,820,0,8,0,0,0,"1-1,2-78",1-84618,0,28995,15,0,84618,1.85,,,,,820
1014078,1014,58,78,S,30035,474,0,830,0,8,0,0,0,"1-1,2-79",1-86974,0,30035,15,0,86974,1.85,,,,,830
1014079,1014,58,79,S,31075,480,0,840,0,8,0,0,0,"1-1,2-80",1-89313,0,31075,15,0,89313,1.85,,,,,840
1014080,1014,58,80,S,32125,485,0,850,0,8,0,0,0,"1-1,2-81",1-91632,0,32125,15,0,91632,1.85,,,,,850
1014081,1014,58,81,S,33176,490,0,860,0,8,0,0,0,"1-1,2-82",1-93907,0,33176,15,0,93907,1.85,,,,,860
1014082,1014,58,82,S,34236,496,0,870,0,8,0,0,0,"1-1,2-83",1-96164,0,34236,15,0,96164,1.85,,,,,870
1014083,1014,58,83,S,35297,501,0,880,0,8,0,0,0,"1-1,2-84",1-98401,0,35297,15,0,98401,1.85,,,,,880
1014084,1014,58,84,S,36368,507,0,890,0,8,0,0,0,"1-1,2-85",1-100589,0,36368,15,0,100589,1.85,,,,,890
1014085,1014,58,85,S,37440,512,0,900,0,8,0,0,0,"1-1,2-86",1-102733,0,37440,15,0,102733,1.85,,,,,900
1014086,1014,58,86,S,38521,517,0,910,0,8,0,0,0,"1-1,2-87",1-104828,0,38521,15,0,104828,1.85,,,,,910
1014087,1014,58,87,S,39603,523,0,920,0,8,0,0,0,"1-1,2-88",1-106905,0,39603,15,0,106905,1.85,,,,,920
1014088,1014,58,88,S,40695,528,0,930,0,8,0,0,0,"1-1,2-89",1-108985,0,40695,15,0,108985,1.85,,,,,930
1014089,1014,58,89,S,41787,534,0,940,0,8,0,0,0,"1-1,2-90",1-110994,0,41787,15,0,110994,1.85,,,,,940
1014090,1014,58,90,S,42889,539,0,950,0,8,0,0,0,"1-1,2-91",1-113002,0,42889,15,0,113002,1.85,,,,,950
1014091,1014,58,91,S,43992,544,0,960,0,8,0,0,0,"1-1,2-92",1-114938,0,43992,15,0,114938,1.85,,,,,960
1014092,1014,58,92,S,45104,550,0,970,0,8,0,0,0,"1-1,2-93",1-116876,0,45104,15,0,116876,1.85,,,,,970
1014093,1014,58,93,S,46217,555,0,980,0,8,0,0,0,"1-1,2-94",1-118743,0,46217,15,0,118743,1.85,,,,,980
1014094,1014,58,94,S,47340,561,0,990,0,8,0,0,0,"1-1,2-95",1-120607,0,47340,15,0,120607,1.85,,,,,990
1014095,1014,58,95,S,48464,566,0,1000,0,8,0,0,0,"1-1,2-96",1-122424,0,48464,15,0,122424,1.85,,,,,1000
1014096,1014,58,96,S,49597,571,0,1010,0,8,0,0,0,"1-1,2-97",1-124216,0,49597,15,0,124216,1.85,,,,,1010
1014097,1014,58,97,S,50731,577,0,1020,0,8,0,0,0,"1-1,2-98",1-125933,0,50731,15,0,125933,1.85,,,,,1020
1014098,1014,58,98,S,51875,582,0,1030,0,8,0,0,0,"1-1,2-99",1-127649,0,51875,15,0,127649,1.85,,,,,1030
1014099,1014,58,99,S,53019,588,0,1040,0,8,0,0,0,"1-1,2-100",1-129314,0,53019,15,0,129314,1.85,,,,,1040
1014100,1014,58,100,S,54173,593,0,1050,0,8,0,0,0,"1-1,2-101",1-178560,0,54173,15,0,178560,1.85,,,,,1050
1014101,1014,58,101,S,55900,598,0,1060,0,8,0,0,0,0,1-182603,0,55900,15,0,182603,1.85,,,,,1060
1014102,1014,58,102,S,57626,604,0,1070,0,8,0,0,0,0,1-186519,0,57626,15,0,186519,1.85,,,,,1070
1014103,1014,58,103,S,59363,609,0,1080,0,8,0,0,0,0,1-190379,0,59363,15,0,190379,1.85,,,,,1080
1014104,1014,58,104,S,61100,615,0,1090,0,8,0,0,0,0,1-194159,0,61100,15,0,194159,1.85,,,,,1090
1014105,1014,58,105,S,62847,620,0,1100,0,8,0,0,0,0,1-197836,0,62847,15,0,197836,1.85,,,,,1100
1014106,1014,58,106,S,64594,625,0,1110,0,8,0,0,0,0,1-201405,0,64594,15,0,201405,1.85,,,,,1110
1014107,1014,58,107,S,66352,631,0,1120,0,8,0,0,0,0,1-204939,0,66352,15,0,204939,1.85,,,,,1120
1014108,1014,58,108,S,68109,636,0,1130,0,8,0,0,0,0,1-208326,0,68109,15,0,208326,1.85,,,,,1130
1014109,1014,58,109,S,69877,642,0,1140,0,8,0,0,0,0,1-211648,0,69877,15,0,211648,1.85,,,,,1140
1014110,1014,58,110,S,71645,647,0,1150,0,8,0,0,0,0,1-214909,0,71645,15,0,214909,1.85,,,,,1150
1014111,1014,58,111,S,73424,653,0,1160,0,8,0,0,0,0,1-218043,0,73424,15,0,218043,1.85,,,,,1160
1014112,1014,58,112,S,75202,658,0,1170,0,8,0,0,0,0,1-221095,0,75202,15,0,221095,1.85,,,,,1170
1014113,1014,58,113,S,76991,663,0,1180,0,8,0,0,0,0,1-224059,0,76991,15,0,224059,1.85,,,,,1180
1014114,1014,58,114,S,78780,669,0,1190,0,8,0,0,0,0,1-226936,0,78780,15,0,226936,1.85,,,,,1190
1014115,1014,58,115,S,80579,674,0,1200,0,8,0,0,0,0,1-229729,0,80579,15,0,229729,1.85,,,,,1200
1014116,1014,58,116,S,82378,680,0,1210,0,8,0,0,0,0,1-232395,0,82378,15,0,232395,1.85,,,,,1210
1014117,1014,58,117,S,84188,685,0,1220,0,8,0,0,0,0,1-235032,0,84188,15,0,235032,1.85,,,,,1220
1014118,1014,58,118,S,85997,690,0,1230,0,8,0,0,0,0,1-237524,0,85997,15,0,237524,1.85,,,,,1230
1014119,1014,58,119,S,87817,696,0,1240,0,8,0,0,0,0,1-239924,0,87817,15,0,239924,1.85,,,,,1240
1014120,1014,58,120,S,89637,701,0,1250,0,8,0,0,0,0,1-242237,0,89637,15,0,242237,1.85,,,,,1250
1014121,1014,58,121,S,91468,707,0,1260,0,8,0,0,0,0,1-244481,0,91468,15,0,244481,1.85,,,,,1260
1014122,1014,58,122,S,93298,712,0,1270,0,8,0,0,0,0,1-246598,0,93298,15,0,246598,1.85,,,,,1270
1014123,1014,58,123,S,95139,717,0,1280,0,8,0,0,0,0,1-248640,0,95139,15,0,248640,1.85,,,,,1280
1014124,1014,58,124,S,96980,723,0,1290,0,8,0,0,0,0,1-250555,0,96980,15,0,250555,1.85,,,,,1290
1014125,1014,58,125,S,98831,728,0,1300,0,8,0,0,0,0,1-252398,0,98831,15,0,252398,1.85,,,,,1300
1014126,1014,58,126,S,101608,734,0,1310,0,8,0,0,0,0,1-256498,0,101608,15,0,256498,1.85,,,,,1310
1014127,1014,58,127,S,104384,739,0,1320,0,8,0,0,0,0,1-260399,0,104384,15,0,260399,1.85,,,,,1320
1014128,1014,58,128,S,107172,744,0,1330,0,8,0,0,0,0,1-264154,0,107172,15,0,264154,1.85,,,,,1330
1014129,1014,58,129,S,109959,750,0,1340,0,8,0,0,0,0,1-267777,0,109959,15,0,267777,1.85,,,,,1340
1014130,1014,58,130,S,112756,755,0,1350,0,8,0,0,0,0,1-271235,0,112756,15,0,271235,1.85,,,,,1350
1014131,1014,58,131,S,115554,761,0,1360,0,8,0,0,0,0,1-274525,0,115554,15,0,274525,1.85,,,,,1360
1014132,1014,58,132,S,118362,766,0,1370,0,8,0,0,0,0,1-277698,0,118362,15,0,277698,1.85,,,,,1370
1014133,1014,58,133,S,121170,771,0,1380,0,8,0,0,0,0,1-280689,0,121170,15,0,280689,1.85,,,,,1380
1014134,1014,58,134,S,123988,777,0,1390,0,8,0,0,0,0,1-283530,0,123988,15,0,283530,1.85,,,,,1390
1014135,1014,58,135,S,126807,782,0,1400,0,8,0,0,0,0,1-286216,0,126807,15,0,286216,1.85,,,,,1400
1014136,1014,58,136,S,129636,788,0,1410,0,8,0,0,0,0,1-288752,0,129636,15,0,288752,1.85,,,,,1410
1014137,1014,58,137,S,132464,793,0,1420,0,8,0,0,0,0,1-291105,0,132464,15,0,291105,1.85,,,,,1420
1014138,1014,58,138,S,135304,798,0,1430,0,8,0,0,0,0,1-293323,0,135304,15,0,293323,1.85,,,,,1430
1014139,1014,58,139,S,138143,804,0,1440,0,8,0,0,0,0,1-295400,0,138143,15,0,295400,1.85,,,,,1440
1014140,1014,58,140,S,140992,809,0,1450,0,8,0,0,0,0,1-297292,0,140992,15,0,297292,1.85,,,,,1450
1014141,1014,58,141,S,143842,815,0,1460,0,8,0,0,0,0,1-303304,0,143842,15,0,303304,1.85,,,,,1460
1014142,1014,58,142,S,146702,820,0,1470,0,8,0,0,0,0,1-309328,0,146702,15,0,309328,1.85,,,,,1470
1014143,1014,58,143,S,149562,825,0,1480,0,8,0,0,0,0,1-315369,0,149562,15,0,315369,1.85,,,,,1480
1014144,1014,58,144,S,152432,831,0,1490,0,8,0,0,0,0,1-321425,0,152432,15,0,321425,1.85,,,,,1490
1014145,1014,58,145,S,155303,836,0,1500,0,8,0,0,0,0,1-327463,0,155303,15,0,327463,1.85,,,,,1500
1014146,1014,58,146,S,158184,842,0,1510,0,8,0,0,0,0,1-333533,0,158184,15,0,333533,1.85,,,,,1510
1014147,1014,58,147,S,161064,847,0,1520,0,8,0,0,0,0,1-339632,0,161064,15,0,339632,1.85,,,,,1520
1014148,1014,58,148,S,163956,853,0,1530,0,8,0,0,0,0,1-345716,0,163956,15,0,345716,1.85,,,,,1530
1014149,1014,58,149,S,166847,858,0,1540,0,8,0,0,0,0,1-351815,0,166847,15,0,351815,1.85,,,,,1540
1014150,1014,58,150,S,169748,863,0,1550,0,8,0,0,0,0,1-357931,0,169748,15,0,357931,1.85,,,,,1550
1014151,1014,58,151,S,174096,869,0,1560,0,8,0,0,0,0,1-367100,0,174096,15,0,367100,1.85,,,,,1560
1014152,1014,58,152,S,178443,874,0,1570,0,8,0,0,0,0,1-376273,0,178443,15,0,376273,1.85,,,,,1570
1014153,1014,58,153,S,182800,880,0,1580,0,8,0,0,0,0,1-385457,0,182800,15,0,385457,1.85,,,,,1580
1014154,1014,58,154,S,187158,885,0,1590,0,8,0,0,0,0,1-394658,0,187158,15,0,394658,1.85,,,,,1590
1014155,1014,58,155,S,191526,890,0,1600,0,8,0,0,0,0,1-403845,0,191526,15,0,403845,1.85,,,,,1600
1014156,1014,58,156,S,195894,896,0,1610,0,8,0,0,0,0,1-413058,0,195894,15,0,413058,1.85,,,,,1610
1014157,1014,58,157,S,200272,901,0,1620,0,8,0,0,0,0,1-422305,0,200272,15,0,422305,1.85,,,,,1620
1014158,1014,58,158,S,204651,907,0,1630,0,8,0,0,0,0,1-431535,0,204651,15,0,431535,1.85,,,,,1630
1014159,1014,58,159,S,209040,912,0,1640,0,8,0,0,0,0,1-440794,0,209040,15,0,440794,1.85,,,,,1640
1014160,1014,58,160,S,213428,917,0,1650,0,8,0,0,0,0,1-450038,0,213428,15,0,450038,1.85,,,,,1650
1014161,1014,58,161,S,217828,923,0,1660,0,8,0,0,0,0,1-459311,0,217828,15,0,459311,1.85,,,,,1660
1014162,1014,58,162,S,222227,928,0,1670,0,8,0,0,0,0,1-468602,0,222227,15,0,468602,1.85,,,,,1670
1014163,1014,58,163,S,226636,934,0,1680,0,8,0,0,0,0,1-477906,0,226636,15,0,477906,1.85,,,,,1680
1014164,1014,58,164,S,231046,939,0,1690,0,8,0,0,0,0,1-487180,0,231046,15,0,487180,1.85,,,,,1690
1014165,1014,58,165,S,235466,944,0,1700,0,8,0,0,0,0,1-496513,0,235466,15,0,496513,1.85,,,,,1700
1014166,1014,58,166,S,239886,950,0,1710,0,8,0,0,0,0,1-505832,0,239886,15,0,505832,1.85,,,,,1710
1014167,1014,58,167,S,244316,955,0,1720,0,8,0,0,0,0,1-515180,0,244316,15,0,515180,1.85,,,,,1720
1014168,1014,58,168,S,248747,961,0,1730,0,8,0,0,0,0,1-524514,0,248747,15,0,524514,1.85,,,,,1730
1014169,1014,58,169,S,253188,966,0,1740,0,8,0,0,0,0,1-533876,0,253188,15,0,533876,1.85,,,,,1740
1014170,1014,58,170,S,257628,971,0,1750,0,8,0,0,0,0,1-543252,0,257628,15,0,543252,1.85,,,,,1750
1014171,1014,58,171,S,262080,977,0,1760,0,8,0,0,0,0,1-552646,0,262080,15,0,552646,1.85,,,,,1760
1014172,1014,58,172,S,266531,982,0,1770,0,8,0,0,0,0,1-562009,0,266531,15,0,562009,1.85,,,,,1770
1014173,1014,58,173,S,270992,988,0,1780,0,8,0,0,0,0,1-571431,0,270992,15,0,571431,1.85,,,,,1780
1014174,1014,58,174,S,275454,993,0,1790,0,8,0,0,0,0,1-580840,0,275454,15,0,580840,1.85,,,,,1790
1014175,1014,58,175,S,279926,998,0,1800,0,8,0,0,0,0,1-590259,0,279926,15,0,590259,1.85,,,,,1800
1014176,1014,58,176,S,286634,1004,0,1810,0,8,0,0,0,0,1-604409,0,286634,15,0,604409,1.85,,,,,1810
1014177,1014,58,177,S,293342,1009,0,1820,0,8,0,0,0,0,1-618542,0,293342,15,0,618542,1.85,,,,,1820
1014178,1014,58,178,S,300060,1015,0,1830,0,8,0,0,0,0,1-632717,0,300060,15,0,632717,1.85,,,,,1830
1014179,1014,58,179,S,306779,1020,0,1840,0,8,0,0,0,0,1-646896,0,306779,15,0,646896,1.85,,,,,1840
1014180,1014,58,180,S,313508,1025,0,1850,0,8,0,0,0,0,1-661072,0,313508,15,0,661072,1.85,,,,,1850
1014181,1014,58,181,S,320236,1031,0,1860,0,8,0,0,0,0,1-675279,0,320236,15,0,675279,1.85,,,,,1860
1014182,1014,58,182,S,326976,1036,0,1870,0,8,0,0,0,0,1-689472,0,326976,15,0,689472,1.85,,,,,1870
1014183,1014,58,183,S,333715,1042,0,1880,0,8,0,0,0,0,1-703694,0,333715,15,0,703694,1.85,,,,,1880
1014184,1014,58,184,S,340464,1047,0,1890,0,8,0,0,0,0,1-717915,0,340464,15,0,717915,1.85,,,,,1890
1014185,1014,58,185,S,347214,1053,0,1900,0,8,0,0,0,0,1-732166,0,347214,15,0,732166,1.85,,,,,1900
1014186,1014,58,186,S,353974,1058,0,1910,0,8,0,0,0,0,1-746402,0,353974,15,0,746402,1.85,,,,,1910
1014187,1014,58,187,S,360734,1063,0,1920,0,8,0,0,0,0,1-760669,0,360734,15,0,760669,1.85,,,,,1920
1014188,1014,58,188,S,367504,1069,0,1930,0,8,0,0,0,0,1-774934,0,367504,15,0,774934,1.85,,,,,1930
1014189,1014,58,189,S,374275,1074,0,1940,0,8,0,0,0,0,1-789231,0,374275,15,0,789231,1.85,,,,,1940
1014190,1014,58,190,S,381056,1080,0,1950,0,8,0,0,0,0,1-803510,0,381056,15,0,803510,1.85,,,,,1950
1014191,1014,58,191,S,387836,1085,0,1960,0,8,0,0,0,0,1-817821,0,387836,15,0,817821,1.85,,,,,1960
1014192,1014,58,192,S,394628,1090,0,1970,0,8,0,0,0,0,1-832131,0,394628,15,0,832131,1.85,,,,,1970
1014193,1014,58,193,S,401419,1096,0,1980,0,8,0,0,0,0,1-846471,0,401419,15,0,846471,1.85,,,,,1980
1014194,1014,58,194,S,408220,1101,0,1990,0,8,0,0,0,0,1-860796,0,408220,15,0,860796,1.85,,,,,1990
1014195,1014,58,195,S,415022,1107,0,2000,0,8,0,0,0,0,1-875136,0,415022,15,0,875136,1.85,,,,,2000
1014196,1014,58,196,S,421834,1112,0,2010,0,8,0,0,0,0,1-889504,0,421834,15,0,889504,1.85,,,,,2010
1014197,1014,58,197,S,428646,1117,0,2020,0,8,0,0,0,0,1-903858,0,428646,15,0,903858,1.85,,,,,2020
1014198,1014,58,198,S,435468,1123,0,2030,0,8,0,0,0,0,1-918258,0,435468,15,0,918258,1.85,,,,,2030
1014199,1014,58,199,S,442291,1128,0,2040,0,8,0,0,0,0,1-932641,0,442291,15,0,932641,1.85,,,,,2040
1014200,1014,58,200,S,449124,1134,0,2050,0,8,0,0,0,0,1-1262750,0,449124,15,0,1262750,1.85,,,,,2050
1014201,1014,58,201,S,459368,1139,0,2060,0,8,0,0,0,0,1-1291550,0,459368,15,0,1291550,1.85,,,,,2060
1014202,1014,58,202,S,469612,1144,0,2070,0,8,0,0,0,0,1-1320347,0,469612,15,0,1320347,1.85,,,,,2070
1014203,1014,58,203,S,479866,1150,0,2080,0,8,0,0,0,0,1-1349172,0,479866,15,0,1349172,1.85,,,,,2080
1014204,1014,58,204,S,490120,1155,0,2090,0,8,0,0,0,0,1-1378001,0,490120,15,0,1378001,1.85,,,,,2090
1014205,1014,58,205,S,500385,1161,0,2100,0,8,0,0,0,0,1-1406856,0,500385,15,0,1406856,1.85,,,,,2100
1014206,1014,58,206,S,510650,1166,0,2110,0,8,0,0,0,0,1-1435713,0,510650,15,0,1435713,1.85,,,,,2110
1014207,1014,58,207,S,520925,1171,0,2120,0,8,0,0,0,0,1-1464628,0,520925,15,0,1464628,1.85,,,,,2120
1014208,1014,58,208,S,531200,1177,0,2130,0,8,0,0,0,0,1-1493514,0,531200,15,0,1493514,1.85,,,,,2130
1014209,1014,58,209,S,541486,1182,0,2140,0,8,0,0,0,0,1-1522432,0,541486,15,0,1522432,1.85,,,,,2140
1014210,1014,58,210,S,551772,1188,0,2150,0,8,0,0,0,0,1-1551347,0,551772,15,0,1551347,1.85,,,,,2150
1014211,1014,58,211,S,562068,1193,0,2160,0,8,0,0,0,0,1-1580293,0,562068,15,0,1580293,1.85,,,,,2160
1014212,1014,58,212,S,572364,1198,0,2170,0,8,0,0,0,0,1-1609237,0,572364,15,0,1609237,1.85,,,,,2170
1014213,1014,58,213,S,582670,1204,0,2180,0,8,0,0,0,0,1-1638212,0,582670,15,0,1638212,1.85,,,,,2180
1014214,1014,58,214,S,592976,1209,0,2190,0,8,0,0,0,0,1-1667188,0,592976,15,0,1667188,1.85,,,,,2190
1014215,1014,58,215,S,603293,1215,0,2200,0,8,0,0,0,0,1-1696192,0,603293,15,0,1696192,1.85,,,,,2200
1014216,1014,58,216,S,613610,1220,0,2210,0,8,0,0,0,0,1-1725196,0,613610,15,0,1725196,1.85,,,,,2210
1014217,1014,58,217,S,623937,1226,0,2220,0,8,0,0,0,0,1-1754260,0,623937,15,0,1754260,1.85,,,,,2220
1014218,1014,58,218,S,634264,1231,0,2230,0,8,0,0,0,0,1-1783293,0,634264,15,0,1783293,1.85,,,,,2230
1014219,1014,58,219,S,644602,1236,0,2240,0,8,0,0,0,0,1-1812357,0,644602,15,0,1812357,1.85,,,,,2240
1014220,1014,58,220,S,654940,1242,0,2250,0,8,0,0,0,0,1-1841419,0,654940,15,0,1841419,1.85,,,,,2250
1014221,1014,58,221,S,665288,1247,0,2260,0,8,0,0,0,0,1-1870512,0,665288,15,0,1870512,1.85,,,,,2260
1014222,1014,58,222,S,675636,1253,0,2270,0,8,0,0,0,0,1-1899605,0,675636,15,0,1899605,1.85,,,,,2270
1014223,1014,58,223,S,685994,1258,0,2280,0,8,0,0,0,0,1-1928727,0,685994,15,0,1928727,1.85,,,,,2280
1014224,1014,58,224,S,696352,1263,0,2290,0,8,0,0,0,0,1-1957852,0,696352,15,0,1957852,1.85,,,,,2290
1014225,1014,58,225,S,706721,1269,0,2300,0,8,0,0,0,0,1-1987003,0,706721,15,0,1987003,1.85,,,,,2300
1014226,1014,58,226,S,722269,1274,0,2310,0,8,0,0,0,0,1-2030717,0,722269,15,0,2030717,1.85,,,,,2310
1014227,1014,58,227,S,737817,1280,0,2320,0,8,0,0,0,0,1-2074429,0,737817,15,0,2074429,1.85,,,,,2320
1014228,1014,58,228,S,753376,1285,0,2330,0,8,0,0,0,0,1-2118172,0,753376,15,0,2118172,1.85,,,,,2330
1014229,1014,58,229,S,768934,1290,0,2340,0,8,0,0,0,0,1-2161916,0,768934,15,0,2161916,1.85,,,,,2340
1014230,1014,58,230,S,784503,1296,0,2350,0,8,0,0,0,0,1-2205688,0,784503,15,0,2205688,1.85,,,,,2350
1014231,1014,58,231,S,800072,1301,0,2360,0,8,0,0,0,0,1-2249460,0,800072,15,0,2249460,1.85,,,,,2360
1014232,1014,58,232,S,815651,1307,0,2370,0,8,0,0,0,0,1-2293260,0,815651,15,0,2293260,1.85,,,,,2370
1014233,1014,58,233,S,831230,1312,0,2380,0,8,0,0,0,0,1-2337064,0,831230,15,0,2337064,1.85,,,,,2380
1014234,1014,58,234,S,846820,1317,0,2390,0,8,0,0,0,0,1-2380894,0,846820,15,0,2380894,1.85,,,,,2390
1014235,1014,58,235,S,862409,1323,0,2400,0,8,0,0,0,0,1-2424726,0,862409,15,0,2424726,1.85,,,,,2400
1014236,1014,58,236,S,878009,1328,0,2410,0,8,0,0,0,0,1-2468587,0,878009,15,0,2468587,1.85,,,,,2410
1014237,1014,58,237,S,893609,1334,0,2420,0,8,0,0,0,0,1-2512449,0,893609,15,0,2512449,1.85,,,,,2420
1014238,1014,58,238,S,909220,1339,0,2430,0,8,0,0,0,0,1-2556339,0,909220,15,0,2556339,1.85,,,,,2430
1014239,1014,58,239,S,924830,1344,0,2440,0,8,0,0,0,0,1-2600228,0,924830,15,0,2600228,1.85,,,,,2440
1014240,1014,58,240,S,940451,1350,0,2450,0,8,0,0,0,0,1-2644150,0,940451,15,0,2644150,1.85,,,,,2450
1014241,1014,58,241,S,956072,1355,0,2460,0,8,0,0,0,0,1-2688069,0,956072,15,0,2688069,1.85,,,,,2460
1014242,1014,58,242,S,971703,1361,0,2470,0,8,0,0,0,0,1-2732019,0,971703,15,0,2732019,1.85,,,,,2470
1014243,1014,58,243,S,987334,1366,0,2480,0,8,0,0,0,0,1-2775969,0,987334,15,0,2775969,1.85,,,,,2480
1014244,1014,58,244,S,1002976,1371,0,2490,0,8,0,0,0,0,1-2819949,0,1002976,15,0,2819949,1.85,,,,,2490
1014245,1014,58,245,S,1018617,1377,0,2500,0,8,0,0,0,0,1-2863928,0,1018617,15,0,2863928,1.85,,,,,2500
1014246,1014,58,246,S,1034269,1382,0,2510,0,8,0,0,0,0,1-2907935,0,1034269,15,0,2907935,1.85,,,,,2510
1014247,1014,58,247,S,1049921,1388,0,2520,0,8,0,0,0,0,1-2951943,0,1049921,15,0,2951943,1.85,,,,,2520
1014248,1014,58,248,S,1065584,1393,0,2530,0,8,0,0,0,0,1-2995983,0,1065584,15,0,2995983,1.85,,,,,2530
1014249,1014,58,249,S,1081246,1398,0,2540,0,8,0,0,0,0,1-3040019,0,1081246,15,0,3040019,1.85,,,,,2540
1014250,1014,58,250,S,1096919,1404,0,2550,0,8,0,0,0,0,1-3084087,0,1096919,15,0,3084087,1.85,,,,,2550
1014251,1014,58,251,S,1120423,1409,0,2560,0,8,0,0,0,0,1-3150161,0,1120423,15,0,3150161,1.85,,,,,2560
1014252,1014,58,252,S,1143927,1415,0,2570,0,8,0,0,0,0,1-3216260,0,1143927,15,0,3216260,1.85,,,,,2570
1014253,1014,58,253,S,1167441,1420,0,2580,0,8,0,0,0,0,1-3282363,0,1167441,15,0,3282363,1.85,,,,,2580
1014254,1014,58,254,S,1190956,1426,0,2590,0,8,0,0,0,0,1-3348465,0,1190956,15,0,3348465,1.85,,,,,2590
1014255,1014,58,255,S,1214480,1431,0,2600,0,8,0,0,0,0,1-3414625,0,1214480,15,0,3414625,1.85,,,,,2600
1014256,1014,58,256,S,1238005,1436,0,2610,0,8,0,0,0,0,1-3480756,0,1238005,15,0,3480756,1.85,,,,,2610
1014257,1014,58,257,S,1261540,1442,0,2620,0,8,0,0,0,0,1-3546916,0,1261540,15,0,3546916,1.85,,,,,2620
1014258,1014,58,258,S,1285076,1447,0,2630,0,8,0,0,0,0,1-3613107,0,1285076,15,0,3613107,1.85,,,,,2630
1014259,1014,58,259,S,1308621,1453,0,2640,0,8,0,0,0,0,1-3679299,0,1308621,15,0,3679299,1.85,,,,,2640
1014260,1014,58,260,S,1332167,1458,0,2650,0,8,0,0,0,0,1-3745516,0,1332167,15,0,3745516,1.85,,,,,2650
1014261,1014,58,261,S,1355723,1463,0,2660,0,8,0,0,0,0,1-3811736,0,1355723,15,0,3811736,1.85,,,,,2660
1014262,1014,58,262,S,1379279,1469,0,2670,0,8,0,0,0,0,1-3877957,0,1379279,15,0,3877957,1.85,,,,,2670
1014263,1014,58,263,S,1402845,1474,0,2680,0,8,0,0,0,0,1-3944234,0,1402845,15,0,3944234,1.85,,,,,2680
1014264,1014,58,264,S,1426412,1480,0,2690,0,8,0,0,0,0,1-4010483,0,1426412,15,0,4010483,1.85,,,,,2690
1014265,1014,58,265,S,1449988,1485,0,2700,0,8,0,0,0,0,1-4076764,0,1449988,15,0,4076764,1.85,,,,,2700
1014266,1014,58,266,S,1473565,1490,0,2710,0,8,0,0,0,0,1-4143070,0,1473565,15,0,4143070,1.85,,,,,2710
1014267,1014,58,267,S,1497152,1496,0,2720,0,8,0,0,0,0,1-4209380,0,1497152,15,0,4209380,1.85,,,,,2720
1014268,1014,58,268,S,1520740,1501,0,2730,0,8,0,0,0,0,1-4275689,0,1520740,15,0,4275689,1.85,,,,,2730
